zipcode3,PREP,N2,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,N01000,A01000,SCHF,N02300,A02300
827xx,14160,51590,5130,1697998,24950,1717065,22090,1274063,6180,7432,3810,15029,3510,11370,3800,24961,3800,56553,1080,1900,11264
828xx,9590,33620,5910,1224672,18050,1249044,14410,709262,6320,12351,4400,57464,4150,44154,3160,32374,4190,75569,660,890,4320
829xx,14950,63420,6660,1976433,29360,1995312,25690,1498842,7890,8647,4570,18906,4130,14266,3570,34295,4100,37205,520,1690,9484
830xx,7470,24940,2870,2939464,13680,2989335,11460,831955,5050,96786,4520,343519,4330,253417,3380,91614,4330,845465,120,680,2632
831xx,5160,19590,2760,621051,9050,629856,7300,398922,2820,5049,1640,8761,1480,6400,1810,12439,1680,23737,490,340,1619
832xx,37770,153240,17240,3468131,69020,3521219,58170,2505265,17010,21497,8200,26569,7490,18926,10210,67406,8240,78778,3240,3140,10423
833xx,46460,181060,19480,4645540,81470,4738792,69610,2934474,19480,58012,11420,131720,10670,105756,12820,149520,11460,349032,3210,3410,9921
834xx,43230,192690,18670,4587945,83770,4663973,70880,3162285,20520,35060,11610,51736,10590,36735,14340,105333,11980,162266,2310,2980,10532
835xx,15150,57780,9460,1516499,29640,1542683,23410,1010770,10140,11304,4700,17755,4370,13041,4180,54172,4810,33867,1040,1450,5156
836xx,100600,448680,48080,12035829,201610,12236793,168200,8189078,48890,88196,29160,128627,27150,93187,32270,365078,30500,500523,4810,9830,33321
837xx,57140,246130,30840,9126152,130710,9274025,109190,6010861,37830,68401,26790,169115,25280,131760,21310,303239,26200,790355,380,4660,16682
838xx,53540,233800,34640,6665751,119330,6788235,95420,4345128,34410,57448,19740,106210,18180,76926,19580,222026,20410,269842,2010,6980,27555
840xx,266450,1342020,99690,42669255,570950,43250621,506940,30634433,165680,300705,80070,512883,73050,362499,91800,896894,81760,2258975,3860,15080,64640
841xx,131130,532490,48790,17547655,266530,17778747,234560,12183308,66700,143504,40360,359652,37480,281679,39250,437165,37810,1261438,80,6590,27020
843xx,38740,176310,15250,4575715,75950,4642429,66440,3203991,22820,26644,10580,39200,9820,29140,11000,61260,10780,191582,1890,1880,7682
844xx,38160,183680,17510,4875909,85480,4928348,74300,3614115,22590,26932,9580,39668,8740,30459,9990,69148,9220,127268,590,2740,10141
845xx,12020,44700,5300,1016509,20430,1028629,17400,736062,5780,6970,2120,8171,1840,6060,3270,20758,2060,19055,900,1290,4908
846xx,54300,266300,18690,6351895,112380,6437710,100090,4552065,27080,39847,10730,48618,9630,36284,18590,135516,11720,198909,2410,2490,10014
847xx,51820,221670,28340,5502808,97820,5587417,77840,3390312,30420,49759,14090,70102,12790,49321,16660,121525,15540,214718,1550,2720,10404
850xx,295690,1212340,101340,34038172,591290,34535304,513820,25482461,105600,214557,75640,518927,70410,390914,99530,1226775,70980,1244593,150,12860,41592
851xx,67540,337810,38400,8154721,151860,8244900,125780,6063294,28010,32942,17680,61428,16220,42759,21290,182314,16870,141158,320,3970,14628
852xx,331670,1335040,166860,59476182,690110,60392660,571050,39294211,196310,554848,154430,1535847,144690,1162404,117950,1884448,148250,3982674,590,14080,48602
853xx,284830,1230080,146270,32531898,580150,32910451,475050,23154511,122350,185494,81950,467826,75670,349582,85140,882444,76180,814202,690,25020,97091
855xx,17620,69620,10240,1565357,31830,1581106,24860,1066794,6400,9095,3970,19857,3590,14370,4390,23987,3810,27213,190,840,2881
856xx,54670,266200,42990,6923988,124940,6999707,93270,4413085,31040,46808,22170,135021,20400,99606,18590,178368,20470,164246,490,3180,10739
857xx,164460,726150,105850,21601537,378640,21901210,303120,14055816,89920,181392,69540,565047,64820,428106,56630,695670,62820,903646,210,7630,25287
859xx,14250,60440,8880,1246925,26720,1261450,20630,812641,5500,6832,3140,11013,2850,7198,4170,28445,3230,20180,270,780,2593
860xx,33020,131050,12950,3192376,64620,3234449,56730,2328587,10020,16375,6600,34817,6100,26172,8750,83638,6340,87396,950,2670,10800
863xx,49410,181740,42710,5530041,97600,5617625,66690,2880054,30830,62563,21760,153573,20070,109882,16340,191104,21420,259725,230,1780,6621
864xx,41220,140630,27630,3343580,73980,3384488,53940,2011157,16180,26180,9340,32384,8630,23624,9280,98452,9410,86059,70,2300,9335
865xx,11360,49320,3610,696005,20620,699829,18480,613443,530,115,120,130,110,81,2070,11015,100,121,980,1330,5334
870xx,36790,161110,23850,4201057,80100,4250951,64050,2811093,21770,28093,10640,58254,9670,42998,11330,119195,9700,88040,1490,2330,12049
871xx,131960,619950,80270,18381211,327640,18602655,271910,13037576,95110,129049,51770,286837,47800,214741,43520,500985,44940,424304,720,9470,46923
873xx,17800,68790,5540,1023694,30700,1031634,26830,819696,2220,2868,900,3956,790,3003,3520,28497,770,5712,710,1150,5727
874xx,25970,101150,10880,2420444,47500,2441570,41150,1819741,7550,15249,4740,19137,4430,14655,4980,34230,4170,47215,710,2800,16341
875xx,47450,185670,34520,6779797,102740,6881851,76750,3728148,33150,59402,19530,294668,18120,234440,19730,273361,18420,482260,1140,2620,12553
877xx,6190,28840,5170,574966,15970,581504,11920,366400,4170,3154,1360,6501,1260,4717,2030,14812,1170,7375,600,380,1536
878xx,2810,12810,2010,262016,6600,264676,5180,173036,1740,1425,700,3209,640,2351,890,4944,700,2961,280,120,618
879xx,3820,13190,2230,222936,6660,225217,5100,136943,1290,1826,630,1998,580,1353,840,6178,600,6003,160,670,3885
880xx,55870,223830,28130,4748532,110960,4808707,89480,3227818,20840,33022,11630,56136,10690,41516,15680,159528,10660,94101,1230,4180,18631
881xx,11200,57540,5030,1168859,27160,1181961,23830,900730,5200,8399,2570,8055,2430,6360,3030,23774,2350,22729,800,460,2100
882xx,37860,157120,13920,3682643,70190,3723581,61910,2826738,11120,17395,5820,27108,5400,20194,8600,110084,5500,83453,1030,3310,19019
883xx,12960,60640,9610,1429162,31400,1445081,24590,916274,7660,10288,4110,15009,3810,10769,4340,36498,3730,29651,350,630,2720
884xx,2610,11140,1660,211944,5810,214410,4760,150113,1240,1045,390,1580,350,1144,730,4628,450,2886,490,120,483
890xx,145820,575500,71770,18887936,287700,19090763,236440,12353114,63860,144489,37120,279443,33930,209651,44000,451366,36600,1053673,190,12770,58245
891xx,384970,1380050,133450,43143401,698660,43631889,598450,29171594,116850,382888,70020,856096,64060,683515,120230,1174854,72690,2309354,100,31150,137982
893xx,2150,7630,1060,212799,3810,215150,3140,155482,910,924,250,408,190,284,460,2960,320,1310,110,100,410
894xx,69940,278310,40010,10206396,142420,10328623,116420,5893044,33790,128470,22040,342750,20330,264096,17840,269538,21130,944794,930,6500,26859
895xx,66470,260110,35350,10672254,142110,10843646,118990,6526881,35290,116003,26670,326246,24850,256485,19870,415646,25820,810408,190,5280,22477
897xx,14120,56010,9550,1830534,30390,1855005,24140,1109959,7790,16022,5050,42839,4640,34020,3810,59867,4740,71830,40,1450,5569
898xx,12450,52030,4330,1654742,24110,1670150,21910,1361961,4500,5241,2220,6945,2040,5208,2560,21786,2190,19430,350,880,4050
900xx,751000,1999220,163150,81426274,1072740,82743245,893360,51829817,233490,1069791,133920,2138292,124450,1598983,270500,4044352,129200,6449850,80,54970,266226
902xx,417410,1155610,107700,59370731,570370,60335324,469000,34547879,166400,921217,99300,2033115,92980,1589498,123720,2368166,96040,6014223,190,27210,128361
903xx,45380,121010,10100,2411079,61700,2432240,52360,2012034,10180,3269,2450,4807,2160,3502,13070,92523,2410,9519,0,2870,12730
904xx,32870,78960,11920,9375693,50890,9554844,39210,5042176,21700,175734,18370,379188,17350,291248,14780,435649,17710,1160465,0,2820,15815
905xx,55290,166240,20750,6625112,85090,6712593,68710,4837708,31910,40176,19150,96189,17810,74123,16330,249684,17320,192429,0,3530,17521
906xx,238160,689710,64040,18985140,338710,19175522,290660,14987052,97620,70646,34250,130078,31290,96707,54430,604657,32090,279926,30,17170,76362
907xx,203930,582470,64780,17558482,292430,17758973,242360,13290681,86370,89417,37250,166291,34160,122536,51740,551764,35200,321184,0,14420,66988
908xx,144640,418140,37540,13207333,218490,13379277,187190,10056290,57380,69562,27210,181752,25250,139714,40150,483401,25860,323628,40,10820,51006
910xx,88670,256800,34460,13461371,131800,13710796,104690,8404158,54700,133050,33290,380920,31020,302581,31280,593005,31420,781567,40,5890,29549
911xx,50350,143750,19240,9921988,79190,10110943,63280,5650262,31700,123941,21760,437999,20450,355454,18600,411948,20470,786100,20,3510,18203
912xx,67240,177390,19760,7094617,93380,7219209,75990,4932610,29090,46533,15740,97984,14550,75606,27570,380429,15410,226310,0,4570,22862
913xx,450720,1278760,137280,54694251,639550,55619402,523670,36787430,221150,434831,118630,990999,110650,739703,147050,2481854,112990,2438420,120,32910,157783
914xx,105690,273740,25010,13391530,144940,13614711,118000,8286163,38160,155374,23070,318891,21560,237377,42590,749500,22100,776681,0,8390,41803
915xx,36830,97810,11080,4195020,54520,4258088,45090,3145354,19330,29762,10510,56713,9820,43480,15050,198101,9440,106817,0,4020,21177
916xx,73390,184370,16760,7277176,107120,7409337,89270,5203720,27200,41611,16270,112409,15230,83622,33280,426400,15250,310067,0,7710,39960
917xx,611850,1803670,169570,51551069,888300,52255760,747300,38579524,254210,274824,103960,501434,94990,368760,167490,2075268,100360,1475033,110,42910,188871
918xx,26700,73250,8210,2065242,40390,2096259,33000,1600309,11320,11539,5800,23829,5290,17821,8880,97132,5650,45736,0,1780,8300
919xx,159150,557400,52080,15288055,265060,15458574,224500,11592284,76400,60834,29010,122884,26590,88586,42450,497167,26480,262279,100,14900,66304
920xx,341960,1183200,145330,51666873,589720,52543795,476740,32654309,215860,485537,125740,1499765,117430,1158398,110640,2019471,119880,3840756,2770,28760,136517
921xx,346050,1220490,122610,49454490,642610,50214407,543000,36083878,208410,294158,130240,919927,122290,701873,113450,1738086,123060,2169442,130,32720,156686
922xx,211820,697720,82070,17263610,322810,17506387,259250,10925121,88700,151271,38300,349439,35300,258847,55420,749211,37930,808203,460,37260,175402
923xx,307430,1043610,84510,23680688,473670,23947701,400510,18355562,124770,67516,33840,106687,30400,76833,81550,903820,32560,312556,370,28150,117141
924xx,63730,216900,11460,3471554,95520,3499651,84200,2903048,15620,5709,3220,7841,2860,5578,15180,136740,3070,19120,0,5990,22886
925xx,376040,1314930,108450,32586887,594430,32972852,503260,25052202,174180,110324,50910,183762,46070,133013,101710,1148191,50730,547538,980,36200,158441
926xx,406230,1236410,161330,77862219,643830,79257055,512130,47367280,269280,895141,176680,2104623,165240,1670061,142970,2930163,175360,7087266,330,27610,145053
927xx,161920,480310,35270,12996519,218950,13183180,189130,9674592,54420,76744,25670,177961,23650,135734,38600,536075,25610,427511,40,9760,42464
928xx,386440,1186650,108230,38995995,566870,39546335,481390,28783333,178430,217387,81010,422194,74660,317188,105830,1433307,78480,1102343,130,27010,123787
930xx,208220,675660,72860,21850718,321520,22195708,268920,15601060,103540,128413,53940,330279,50020,250499,52870,895189,49000,731986,1070,21260,100726
931xx,46920,148070,23210,8512408,81720,8693031,63200,4301316,30130,123984,23490,489243,22060,386435,17910,465970,22580,1132635,280,2620,12972
932xx,185090,689640,46680,12990910,283910,13173871,252540,9862655,62290,69400,17760,136934,16210,116715,31880,409721,18330,256765,2790,44500,218254
933xx,136940,487300,36000,11833009,211970,11992610,183020,8803323,58560,66762,17370,146405,15840,111827,33530,430503,17510,217426,490,21330,106134
934xx,126490,453370,58880,14454695,218500,14717644,175880,9083964,77190,118811,41010,300840,38190,222112,34860,673595,38730,585316,1780,13890,61408
935xx,130980,461000,40790,10934040,211100,11057009,176320,8509992,63390,33522,18740,59284,16960,43272,38950,403538,17490,128367,320,12080,51438
936xx,154080,581340,47190,12809712,242890,12994639,211780,9307178,64390,63657,21230,165326,19420,139977,30800,456383,20300,256659,3360,36640,178079
937xx,123250,499480,42230,11877032,228060,12058813,195630,8448936,58900,94628,21970,181992,20320,149891,35180,539456,20890,311707,1250,19380,80015
939xx,116910,396980,36830,11481264,172640,11666822,147840,7551180,45050,96487,23820,304375,22130,231790,23760,481716,22150,695512,440,18910,95914
940xx,236790,816290,98490,75576988,424340,76498938,350500,50111694,188500,723553,149460,2670773,142270,2084233,77340,2586403,143240,9794221,330,17420,90360
941xx,234650,733840,87010,64732500,466130,65637452,392430,42710149,176000,606616,145280,2375487,138340,1834082,93540,2476720,137690,8175961,360,21500,107828
943xx,26480,99520,10970,22200545,49170,22346015,40160,8693022,23160,276803,20700,916952,19760,661154,9890,378984,20100,6080117,30,1470,7727
